name_x,type,id,level,play_cost,evolution_cost,evolution_color,evolution_level,xros_req,color,color2,digi_type,digi_type2,form,dp,attribute,rarity,stage,artist,main_effect,source_effect,alt_effect,series,pretty_url,date_added,tcgplayer_name,tcgplayer_id,set_name,idProduct,name_y,code,idExpansion,idMetacard,idCategory,avg,low,trend,avg1,avg7,avg30
Offensive Plug-In V,Option,ST22-08,,4.0,,,,,Red,,Plug-In,,,,,U,,,"While you have a Tamer, you can ignore this card's color requirements.
[Security] Delete 1 of your opponent's Digimon with the lowest DP. Then, add this card to the hand.
[Main] You may link this card to 1 of your Digimon without paying the cost. Then, delete 1 of your opponent's Digimon with as much or less DP as 1 of your Digimon.","Link Requirements [Link] Lv.3 or higher: Cost 2 
(Plug this card from the hand or battle area sideways into the specified Digimon in the battle area.)",,Digimon Card Game,offensive-plug-in-v-st22-08,2025-11-08 18:00:12,,,['ST-22: Advanced Deck Set Amethyst Mandala'],,,,,,,,,,,,
Ogremon,Digimon,BT1-069,4.0,4.0,2.0,Green,3.0,,Green,,Demon,,Champion,4000.0,Virus,c,Champion,,＜Jamming＞ (This Digimon can't be deleted in battles against Security Digimon.),,,Digimon Card Game,ogremon-bt1-069,2024-05-27 15:14:30,Ogremon,229909.0,"['BT-01: Booster New Evolution', 'BT01-03: Release Special Booster Ver.1.0', 'BTC-01: Booster Ultimate Evolution']",620072.0,Ogremon (BT1-069),BT1-069,4984.0,405069.0,1611.0,0.07,0.02,0.05,0.11,0.07,0.07
Ogremon,Digimon,BT6-072,4.0,5.0,2.0,Purple,,,Purple,,Demon,,,4000.0,Virus,r,,,[On Play] You may trash 1 card in your hand to delete 1 of your opponent's level 4 or lower Digimon.,,,Digimon Card Game,ogremon-bt6-072,2024-05-27 15:14:30,Ogremon,249407.0,['BT-06: Booster Double Diamond'],650175.0,Ogremon (BT6-072),BT6-072,4993.0,405639.0,1611.0,0.25,0.4,0.28,0.24,0.48,1.06
Ogremon,Digimon,EX1-059,4.0,6.0,2.0,Purple,,,Purple,,Demon,,,5000.0,Virus,r,,,[When Attacking] You may trash 1 card in your hand to have this Digimon gain ＜Security A. +1＞ for the turn. (This Digimon checks 1 additional security card.),[When Attacking] You may trash 1 card in your hand to have this Digimon get +2000 DP for the turn.,,Digimon Card Game,ogremon-ex1-059,2024-05-27 15:14:30,Ogremon,257011.0,['EX-01: Theme Booster Classic Collection'],621156.0,Ogremon (EX1-059),EX1-059,4997.0,405852.0,1611.0,3.99,3.0,4.05,4.99,4.13,3.85
Ogremon,Digimon,EX9-059,4.0,4.0,2.0,,,[Digivolve] Lv.3 w/[DM] trait: Cost 2,Purple,,Demon,DM,,4000.0,Virus,C,,,"＜Training＞ (In the main phase, by suspending this Digimon, place your deck's top card face down as this Digimon's bottom digivolution card. This effect can also activate in the breeding area.)
[When Digivolving] [When Attacking] [Once Per Turn] By placing 1 card in your hand face down as this Digimon's bottom digivolution card, delete 1 of your opponent's level 4 or lower Digimon.",[When Attacking] [Once Per Turn] ＜Draw 1＞ (Draw 1 card from your deck.) and trash 1 card in your hand.,[Digivolve] Lv.3 w/[DM] trait: Cost 2,Digimon Card Game,ogremon-ex9-059,2025-05-21 12:01:38,Ogremon,633096.0,['EX-09: Extra Booster Versus Monsters'],826937.0,Ogremon (EX9-059),EX9-059,6142.0,449334.0,1611.0,0.03,0.02,0.03,0.02,0.04,0.03
Ogremon,Digimon,BT11-051,4.0,5.0,2.0,,,,Green,,Demon,,,7000.0,Virus,c,,,,,,Digimon Card Game,ogremon-bt11-051,2024-05-27 15:14:30,Ogremon,477870.0,['BT-11: Booster Dimensional Phase'],694873.0,Ogremon (BT11-051),BT11-051,5246.0,416302.0,1611.0,0.03,0.02,0.03,0.02,0.04,0.03
Ogremon,Digimon,BT14-073,4.0,5.0,2.0,Purple,3.0,,Purple,,Demon,,Champion,5000.0,Virus,C,Champion,,"[Your Turn] [Once Per Turn] When one of your effects trashes a card in your hand, gain 1 memory.","[Your Turn] [Once Per Turn] When one of your effects trashes a card in your hand, gain 1 memory.",,Digimon Card Game,ogremon-bt14-073,2024-05-27 15:14:30,Ogremon,525236.0,['BT-14: Booster Blast Ace'],743328.0,Ogremon (BT14-073),BT14-073,5515.0,427303.0,1611.0,0.14,0.02,0.12,0.24,0.16,0.1
Ogudomon,Digimon,EX6-073,7.0,16.0,7.0,,,[Digivolve] Lv.5 or higher w/[Seven Great Demon Lords] trait: Cost 6,Purple,,Avatar,,,16000.0,Virus,SEC,,,"[When Digivolving] [When Attacking] You may place up to 7 cards with different names and the [Seven Great Demon Lords] trait from your trash as this Digimon's bottom digivolution cards. If you placed 4 or more cards with this effect, delete 1 of your opponent's Digimon or Tamers.
[When Attacking] By returning 7 cards with different names and the [Seven Great Demon Lords] trait from this Digimon's digivolution cards to the bottom of the deck, delete 7 of your opponent's Digimon or Tamers. Then, trash the top 7 cards of your opponent's security stack. For each card deleted by this effect, reduce the cards trashed by 1.",,[Digivolve] Lv.5 or higher w/[Seven Great Demon Lords] trait: Cost 6,Digimon Card Game,ogudomon-ex6-073,2024-05-27 15:14:30,Ogudomon,554835.0,['EX-06: Theme Booster Infernal Ascension'],774458.0,Ogudomon (EX6-073),EX6-073,5783.0,436092.0,1611.0,7.0,4.99,8.31,7.9,8.94,8.98
Okuwamon,Digimon,P-075,5.0,7.0,3.0,Green,4.0,,Green,,Insectoid,,Ultimate,7000.0,Virus,p,Ultimate,,"[Your Turn] When this Digimon would digivolve into a card with the [Insectoid] trait, all of your opponent's Digimon gain ""[All Turns] When this Digimon becomes suspended, lose 1 memory."" until the end of your opponent's turn.","[Your Turn] While this Digimon has the [Insectoid] trait, it gains ＜Piercing＞ (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would.).",,Digimon Card Game,okuwamon-p-075,2024-05-27 15:14:30,Okuwamon,279537.0,"['Tamer Battle Pack 17', 'Update Pack']",669234.0,Okuwamon (P-075),P-075,4996.0,410363.0,1611.0,2.21,2.0,3.22,2.95,3.44,4.35
Okuwamon,Digimon,ST4-09,5.0,6.0,2.0,Green,4.0,,Green,,Insectoid,,Ultimate,7000.0,Virus,c,Ultimate,,,,,Digimon Card Game,okuwamon-st4-09,2024-05-27 15:14:30,Okuwamon,238119.0,['ST-4: Starter Deck Giga Green'],621001.0,Okuwamon (ST4-09),ST4-09,5001.0,405981.0,1611.0,0.04,0.02,0.04,0.05,0.05,0.06
Okuwamon,Digimon,BT1-077,5.0,7.0,2.0,Green,4.0,,Green,,Insectoid,,Ultimate,6000.0,Virus,c,Ultimate,,"Inherited Effect [Your Turn] When this Digimon deletes an opponent's Digimon in battle and survives, gain 1 memory.",,,Digimon Card Game,okuwamon-bt1-077,2024-05-27 15:14:30,Okuwamon,229920.0,"['BT-01: Booster New Evolution', 'BT01-03: Release Special Booster Ver.1.0', 'BTC-01: Booster Ultimate Evolution', 'Final Championships 2021', 'Special Promotion Pack 2022 Ver.2.0']",650311.0,Okuwamon (BT1-077),BT1-077,5012.0,405077.0,1611.0,,5.75,5.97,8.69,6.85,5.88
Okuwamon,Digimon,BT14-051,5.0,7.0,3.0,Green,4.0,,Green,,Insectoid,,Ultimate,7000.0,Virus,C,Ultimate,,"[End of Opponent's Turn] [Once Per Turn] By suspending 1 of your Digimon, reveal the top 5 cards of your deck. Add 2 green Digimon cards among them to your hand. Return the rest to deck bottom of your deck.",,,Digimon Card Game,okuwamon-bt14-051,2024-05-27 15:14:30,Okuwamon,524901.0,['BT-14: Booster Blast Ace'],741132.0,Okuwamon (BT14-051),BT14-051,5515.0,426736.0,1611.0,0.02,0.02,0.03,0.05,0.02,0.03
Okuwamon,Digimon,BT22-051,5.0,8.0,3.0,,,[Digivolve] Lv.4 w/[CS] trait: Cost 3,Green,,Insectoid,CS,,7000.0,Virus,C,,,"＜Fortitude＞ (When this Digimon with digivolution cards is deleted, play this card without paying the cost.)
[On Play] [When Digivolving] Suspend 1 of your opponent's Digimon. Then, if this Digimon's stack has 2 or more same-level cards, return 1 of your opponent's suspended Digimon with the lowest DP to the hand.","[All Turns] [Once Per Turn] When this Digimon deletes your opponent's Digimon in battle, trash their top security card.",[Digivolve] Lv.4 w/[CS] trait: Cost 3,Digimon Card Game,okuwamon-bt22-051,2025-06-17 06:01:10,Okuwamon,639706.0,['BT-22: Booster Cyber Eden'],835210.0,Okuwamon (BT22-051),BT22-051,6173.0,451552.0,1611.0,0.05,0.02,0.03,0.03,0.03,0.04
Okuwamon (X Antibody),Digimon,BT9-052,5.0,8.0,3.0,,,[Digivolve] [Okuwamon]: Cost 0,Green,,Insectoid,X Antibody,,8000.0,Virus,u,,,"[When Digivolving] If [Okuwamon] or [X Antibody] is in this Digimon's digivolution cards, suspend 1 of your opponent's Digimon. Then, if this Digimon is attacking, you may switch the target of the attack to 1 of your opponent's suspended Digimon.
[Your Turn] When this Digimon would digivolve into a Digimon with the [Insectoid] trait, reduce the digivolution cost by 1.",,[Digivolve] [Okuwamon]: Cost 0,Digimon Card Game,okuwamon-x-antibody-bt9-052,2024-05-27 15:14:30,Okuwamon (X Antibody),277825.0,['BT-09: Booster X Record'],,,,,,,,,,,,
Omekamon,Digimon,BT13-093,4.0,4.0,,,,,White,,Puppet,X Antibody,,4000.0,Data,U,,,"[On Play] ＜Draw 1＞ (Draw 1 card from your deck.)
[On Deletion] Place 1 Digimon card with the [Royal Knight] trait from your hand under a [King Drasil_7D6] in the breeding area as its bottom digivolution card.",,,Digimon Card Game,omekamon-bt13-093,2024-05-27 15:14:30,Omekamon,502939.0,"['BT-13: Booster Versus Royal Knights', 'LM-02: Limited Card Pack DeathXmon']",721211.0,Omekamon (BT13-093),BT13-093,5394.0,421511.0,1611.0,0.21,0.02,0.17,0.05,0.15,0.17
Omekamon,Digimon,BT15-060,4.0,5.0,3.0,,,"DigiXros Requirements [DigiXros -1] [Agumon] or [Greymon] x [Gabumon] or [Garurumon]
When this would be played, you may place specified cards from your hand/battle area under it. Each one reduces the play cost.",Black,,Puppet,X Antibody,,5000.0,Data,U,,,"While this card is revealed from the deck, its name is also treated as [Omnimon].
＜Blocker＞ (This Digimon can block in the blocker timing.)
[On Play] If it's your turn, 1 of your other Digimon may digivolve into a black Digimon card with [Greymon] or [Garurumon] in its name in your hand with the digivolution cost reduced by 2.",[When Attacking] [Once Per Turn] ＜De-Digivolve 1＞ 1 of your opponent's Digimon. (Trash the top card. You can't trash past level 3 cards.),"DigiXros Requirements [DigiXros -1] [Agumon] or [Greymon] x [Gabumon] or [Garurumon]
When this would be played, you may place specified cards from your hand/battle area under it. Each one reduces the play cost.",Digimon Card Game,omekamon-bt15-060,2024-05-27 15:14:30,Omekamon,538011.0,['BT-15: Booster Exceed Apocalypse'],755724.0,Omekamon (BT15-060),BT15-060,5577.0,431141.0,1611.0,0.03,0.02,0.06,0.03,0.07,0.06
Omekamon,Digimon,BT20-083,4.0,5.0,,,,,White,,Puppet,X Antibody,,5000.0,Data,R,,,"＜Blocker＞ (This Digimon can block in the blocker timing.)
[On Play] If you have 1 or fewer security cards, this Digimon may digivolve into [Omnimon (X Antibody)] in the hand, ignoring digivolution requirements and without paying the cost.
[On Deletion] You may place this card as the bottom digivolution card of your [King Drasil_7D6] in the breeding area.","[Breeding] [Opponent's Turn] When your security stack is removed from, by suspending this Digimon, play 1 [Omekamon] from this Digimon's digivolution cards without paying the cost.",,Digimon Card Game,omekamon-bt20-083,2025-01-10 18:02:13,Omekamon,610755.0,"['BT-20: Booster Over the X', 'BT19-20: Special Booster Ver.2.5']",806238.0,Omekamon (BT20-083),BT20-083,6000.0,444384.0,1611.0,0.2,0.02,0.15,0.02,0.24,0.24
Omnimon,Digimon,BT1-084,7.0,15.0,6.0,Red,6.0,,White,,Holy Warrior,Royal Knight,,15000.0,Vaccine,sr,,,"[When Digivolving] Choose 1 of your opponent's Digimon. Delete all of your opponent's Digimon that share a name with it.
[When Attacking] You can unsuspend this Digimon by returning 1 of this Digimon's level 6 digivolution cards to your hand.",,,Digimon Card Game,omnimon-bt1-084,2024-05-27 15:14:30,Omnimon,229930.0,"['BT-01: Booster New Evolution', 'BT01-03: Release Special Booster Ver.1.0', 'BTC-01: Booster Ultimate Evolution', 'PB-12E: Digimon Card Game 2nd Anniversary Set', 'Ultimate Cup 2022']",650304.0,Omnimon (BT1-084),BT1-084,5011.0,405084.0,1611.0,,500.0,,,,
Omnimon,Digimon,BT5-086,7.0,15.0,4.0,Red,6.0,,White,,Holy Warrior,Royal Knight,Mega,14000.0,Vaccine,SR,Mega,,"[When Digivolving] ＜Blitz＞ (If your opponent has 1 or more memory, this Digimon may attack.)
[When Digivolving] Unsuspend this Digimon.
[All Turns] When an opponent's effect would delete this Digimon or return it to the hand or deck, by trashing 1 level 6 Digimon card in this Digimon's digivolution cards, prevent it from leaving play.",,,Digimon Card Game,omnimon-bt5-086,2024-05-27 15:14:30,Omnimon,243298.0,['BT-05: Booster Battle Of Omni'],650002.0,Omnimon (BT5-086),BT5-086,4990.0,405541.0,1611.0,5.0,5.0,5.58,7.99,4.9,6.26
Omnimon,Digimon,BT13-112,7.0,14.0,4.0,Red,,,White,,Holy Warrior,Royal Knight,,14000.0,Vaccine,SEC,,,"[On Play] [When Digivolving] Delete 1 of your opponent's Digimon, or you may play 1 of each Digimon with the [Royal Knight] trait and a different name from the digivolution cards of your Digimon in the breeding area without paying their costs. When a Digimon is played by this effect, trash 1 of your Digimon in the breeding area, and all of your Digimon gain ＜Rush＞ for the turn. (This Digimon can attack the turn it comes into play.)",,,Digimon Card Game,omnimon-bt13-112,2024-05-27 15:14:30,Omnimon,503309.0,"['BT-13: Booster Versus Royal Knights', 'LM-07: Limited Card Pack Another Knight']",721940.0,Omnimon (BT13-112),BT13-112,5394.0,421772.0,1611.0,29.22,25.0,27.03,31.0,30.34,26.79
Omnimon,Digimon,BT17-078,7.0,9.0,5.0,Red,,"[DNA Digivolve] Lv.6 w/[Greymon] in name + Lv.6 w/[Garurumon] in name : Cost 0
Stack the 2 specified Digimon and digivolve unsuspended.",White,,Holy Warrior,Royal Knight,,15000.0,Vaccine,SR,,,"[Hand] [Counter] ＜Blast DNA Digivolve ([WarGreymon] + [MetalGarurumon])＞ (1 of your specified Digimon and 1 specified card in hand may DNA digivolve into this card.)
＜Raid＞ (When this Digimon attacks, you may switch the target of attack to 1 of your opponent's unsuspended Digimon with the highest DP.)
＜Blocker＞ (This Digimon can block in the blocker timing.)
[On Play] [When Digivolving] If DNA digivolving, choose 1 of your opponent's Digimon and return all of your opponent's Digimon with the same level as it to the bottom of the deck. Then, delete 1 of your opponent's Digimon.","Ace Overflow ＜-5＞ (As this card moves from the field or under a card to an area other than those, lose 5 memory.)","[DNA Digivolve] Lv.6 w/[Greymon] in name + Lv.6 w/[Garurumon] in name : Cost 0
Stack the 2 specified Digimon and digivolve unsuspended.",Digimon Card Game,omnimon-bt17-078,2024-05-27 15:14:30,Omnimon ACE,557978.0,['BT-17: Booster Secret Crisis'],777501.0,Omnimon Ace (BT17-078),BT17-078,5797.0,436827.0,1611.0,7.14,5.7,5.41,6.43,6.02,8.29
Omnimon,Digimon,BT22-015,7.0,15.0,6.0,Red,,"[Digivolve] Lv.6 w/[CS] trait: Cost 5 
[DNA Digivolve] Lv.6 w/[Greymon] in name + Lv.6 w/[Garurumon] in name : Cost 0
Stack the 2 specified Digimon and digivolve unsuspended.",Red,White,Holy Warrior,Royal Knight,,15000.0,Vaccine,SR,,,"＜Blocker＞ (This Digimon can block in the blocker timing.)
＜Decode (Red/Black Lv.3)＞ (When this Digimon would leave the battle area other than in battle, you may play 1 Red or Black Level 3 Digimon card from its digivolution cards without paying the cost.)
＜Decode (Blue/Yellow Lv.3)＞ (When this Digimon would leave the battle area other than in battle, you may play 1 Blue or Yellow Level 3 Digimon card from its digivolution cards without paying the cost.)
[On Play] [When Attacking] Delete 1 of your opponent's Digimon with the lowest DP.
[When Digivolving] For every 2 same-level cards this Digimon's stack has, return 1 of your opponent's Digimon to the bottom of the deck. Then, this Digimon may attack.",,"[Digivolve] Lv.6 w/[CS] trait: Cost 5 
[DNA Digivolve] Lv.6 w/[Greymon] in name + Lv.6 w/[Garurumon] in name : Cost 0
Stack the 2 specified Digimon and digivolve unsuspended.",Digimon Card Game,omnimon-bt22-015,2025-06-15 12:01:59,Omnimon,639685.0,['BT-22: Booster Cyber Eden'],835169.0,Omnimon (BT22-015),BT22-015,6173.0,451516.0,1611.0,4.69,2.0,4.12,6.75,4.16,4.43
Omnimon (X Antibody),Digimon,BT5-111,7.0,15.0,6.0,Red,6.0,,White,,Holy Warrior,Royal Knight,Mega,15000.0,Vaccine,SEC,Mega,,"Your Digimon with [Omnimon] in its name can digivolve into this card in your hand for a cost of 3, ignoring digivolution requirements.
[When Attacking] Delete 1 of your opponent's Digimon with DP less than or equal to this Digimon's DP.
[Opponent's Turn] When an opponent's Digimon attacks, by trashing 2 of this Digimon's digivolution cards, end the attack.",,,Digimon Card Game,omnimon-x-anti-body-bt5-111,2024-05-27 15:14:30,Omnimon X Anti-body,245772.0,['BT-05: Booster Battle Of Omni'],620645.0,Omnimon X-Anti-body (BT5-111),BT5-111,4990.0,405566.0,1611.0,6.22,4.5,6.36,10.0,6.33,6.37
Omnimon (X Antibody),Digimon,BT10-086,7.0,16.0,7.0,Red,,[Digivolve] [Omnimon]: Cost 3,White,,Holy Warrior,Royal Knight,,16000.0,Vaccine,sr,,,"When a Digimon with [X Antibody] in its digivolution cards would digivolve into this card, reduce the digivolution cost by 2.
[When Digivolving] Return all of your opponent's Digimon with the highest level to the bottom of their owners' decks in any order.
[When Digivolving] [When Attacking] [Once Per Turn] By placing 1 [X Antibody] or level 6 card from this Digimon's digivolution cards at the bottom of its owner's deck, reveal all of your opponent's security cards, and trash 1 of them. Place the rest in your opponent's security stack face down. Then, your opponent shuffles their security stack.",,[Digivolve] [Omnimon]: Cost 3,Digimon Card Game,omnimon-x-antibody-bt10-086,2024-05-27 15:14:30,Omnimon (X Antibody),287843.0,"['BT-10: Booster Xros Encounter', 'Revision Pack 2023']",,,,,,,,,,,,
Omnimon (X Antibody),Digimon,BT20-102,7.0,16.0,6.0,Blue,,[Digivolve] [Omnimon]: Cost 2,Blue,White,Holy Warrior,X Antibody,,16000.0,Vaccine,SEC,,,"＜Raid＞ (When this Digimon attacks, you may switch the target of attack to 1 of your opponent's unsuspended Digimon with the highest DP.)
＜Piercing＞ (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would.)
＜Blocker＞ (This Digimon can block in the blocker timing.)
[On Play] [When Digivolving] If [Omnimon] or [X Antibody] is in this Digimon's digivolution cards, choose 1 of both players' Digimon and delete all other Digimon. Then, return 1 of your opponent's Digimon to the bottom of the deck.
[End of Your Turn] [Once Per Turn] 1 of your Digimon may gain ＜Rush＞ (This Digimon can attack the turn it comes into play.) for the turn and attack without suspending.",,[Digivolve] [Omnimon]: Cost 2,Digimon Card Game,omnimon-x-antibody-bt20-102,2025-01-14 12:01:29,Omnimon (X Antibody),610756.0,"['BT-20: Booster Over the X', 'BT19-20: Special Booster Ver.2.5']",,,,,,,,,,,,
Omnimon Alter-B,Digimon,EX4-073,7.0,15.0,5.0,,,[Digivolve] Lv.7 w/[Omnimon] in name: Cost 2,Black,,Holy Warrior,,,15000.0,Virus,SEC,,,"[When Digivolving] ＜De-Digivolve 3＞ 1 of your opponent's Digimon. (Trash up to 3 cards from the top. You can't trash past level 3 cards.) Then, delete up to 6 play cost's total worth of their Digimon.
[When Attacking] By trashing up to 3 level 6 or higher cards in this Digimon's digivolution cards, for each card trashed, activate the effect below. Then, if you trashed 3 cards, trash the top 2 cards of your opponent's security stack.
・Delete 1 of your opponent's Digimon or Tamers with the lowest play cost.",,[Digivolve] Lv.7 w/[Omnimon] in name: Cost 2,Digimon Card Game,omnimon-alter-b-ex4-073,2024-05-27 15:14:30,Omnimon Alter-B,499169.0,['EX-04: Theme Booster Alternative Being'],716098.0,Omnimon Alter-B (EX4-073),EX4-073,5379.0,420126.0,1611.0,26.17,17.0,22.37,23.89,25.69,28.23
Omnimon Alter-S,Digimon,BT3-112,7.0,15.0,6.0,Red,6.0,,White,,Holy Warrior,,,15000.0,Virus,SEC,,,"[When Digivolving] ＜De-Digivolve 1＞ all of your opponent's Digimon. (Trash the top card. You can't trash past level 3 cards.) Then, delete all of your opponent's Digimon with 5000 DP or less. 
[When Attacking] You may make this Digimon unblockable by your opponent for the turn by returning one of its level 6 digivolution cards to your hand.",,,Digimon Card Game,omnimon-alter-s-bt3-112,2024-05-27 15:14:30,Omnimon Alter-S (Secret Rare),232814.0,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5', 'World Championship 2021']",620382.0,Omnimon Alter-S (BT3-112),BT3-112,4986.0,405340.0,1611.0,5.5,3.99,5.74,3.99,5.38,5.92
Omnimon Alter-S,Digimon,EX4-060,7.0,15.0,6.0,Blue,6.0,"[DNA Digivolve] Blue Lv.6 + Red Lv.6 : Cost 0
Stack the 2 specified Digimon and digivolve unsuspended.",White,,Holy Warrior,,,15000.0,Virus,SR,,,"[When Digivolving] Delete 1 of your opponent's Digimon with 8000 DP or less, and return 1 of your opponent's level 6 or higher Digimon to the bottom of its owner's deck.
[All Turns] When this Digimon would leave the battle area other than by one of your effects, play 1 [BlitzGreymon] and 1 [CresGarurumon] from this Digimon's digivolution cards without paying the costs. Then, place this Digimon at the bottom of your security stack face down.",,"[DNA Digivolve] Blue Lv.6 + Red Lv.6 : Cost 0
Stack the 2 specified Digimon and digivolve unsuspended.",Digimon Card Game,omnimon-alter-s-ex4-060,2024-05-27 15:14:30,Omnimon Alter-S,499159.0,['EX-04: Theme Booster Alternative Being'],716095.0,Omnimon Alter-S (EX4-060),EX4-060,5379.0,420123.0,1611.0,5.03,3.25,4.47,7.99,5.24,7.93
Omnimon Alter-S,Digimon,EX9-021,7.0,15.0,5.0,Blue,,"[Digivolve] Lv.6 w/[DM] trait: Cost 5 
[DNA Digivolve] Blue Lv.6 + Red Lv.6 : Cost 0
Stack the 2 specified Digimon and digivolve unsuspended.",Blue,White,Holy Warrior,DM,,15000.0,Virus,SR,,,"[When Digivolving] If DNA digivolving, your opponent's effects don't affect this Digimon for the turn. Then, delete all of their Digimon with the highest level.
[End of Attack] You may play 1 card with [Greymon] in its name or the [Ver.1] trait and 1 card with [Garurumon] in its name or the [Ver.2] trait from this Digimon's digivolution cards without paying the costs. If this effect played, place this Digimon as your top security card.",,"[Digivolve] Lv.6 w/[DM] trait: Cost 5 
[DNA Digivolve] Blue Lv.6 + Red Lv.6 : Cost 0
Stack the 2 specified Digimon and digivolve unsuspended.",Digimon Card Game,omnimon-alter-s-ex9-021,2025-06-05 18:04:02,Omnimon Alter-S,634349.0,['EX-09: Extra Booster Versus Monsters'],828830.0,Omnimon Alter-S (EX9-021),EX9-021,6142.0,450129.0,1611.0,17.61,12.95,14.42,14.0,14.52,16.97
Omnimon Zwart,Digimon,BT5-087,7.0,15.0,6.0,Black,6.0,,White,,Holy Warrior,,Mega,15000.0,Vaccine,SR,Mega,,"[When Digivolving] Trash the top 3 cards of your deck. Then, you may play up to 2 play cost 8 or less black or purple Digimon cards from your trash without paying the costs.
[When Attacking] By returning 1 level 6 Digimon card in this Digimon's digivolution cards to the hand, delete 1 of your opponent's unsuspended Digimon with a play cost of 12 or less.",,,Digimon Card Game,omnimon-zwart-bt5-087,2024-05-27 15:14:30,Omnimon Zwart,243299.0,['BT-05: Booster Battle Of Omni'],650005.0,Omnimon Zwart (BT5-087),BT5-087,4990.0,405542.0,1611.0,4.7,4.0,4.92,5.0,4.83,5.51
Omnimon Zwart Defeat,Digimon,BT5-112,7.0,15.0,3.0,Black,6.0,,White,,Holy Warrior,,Mega,13000.0,Virus,sec,Mega,,"[Security] Play this card without battling and without paying the cost.
[When Digivolving] Delete 1 of your opponent's Tamers.
[On Deletion] Delete 1 of your opponent's Digimon.",,,Digimon Card Game,omnimon-zwart-defeat-bt5-112,2024-05-27 15:14:30,Omnimon Zwart Defeat,245770.0,['BT-05: Booster Battle Of Omni'],620647.0,Omnimon Zwart Defeat (BT5-112),BT5-112,4990.0,405567.0,1611.0,8.79,8.0,7.82,8.0,8.79,9.88
Omnimon: Merciful Mode,Digimon,BT9-083,7.0,15.0,6.0,Red,,[Digivolve] [Omnimon] in name: Cost 3,White,,Holy Warrior,,,15000.0,Vaccine,sr,,,"[When Digivolving] For each card with the [Mega] trait in this Digimon's digivolution cards, delete 1 of your opponent's Digimon. Then, place 10 cards in your opponent's trash at the bottom of their deck in any order.
[Start of Your Turn] Trash the top card of this Digimon. If you do, trash the top card of your opponent's security stack.",,[Digivolve] [Omnimon] in name: Cost 3,Digimon Card Game,omnimon-merciful-mode-bt9-083,2024-05-27 15:14:30,Omnimon: Merciful Mode,277693.0,"['BT-09: Booster X Record', 'PB-15: Digimon Card Game 3rd Anniversary Set']",668428.0,Omnimon: Merciful Mode (BT9-083),BT9-083,5099.0,410110.0,1611.0,0.75,0.4,0.72,1.0,0.68,0.93
OmniShoutmon,Digimon,BT5-014,5.0,8.0,3.0,Red,4.0,,Red,,Dragonkin,,Ultimate,7000.0,Data,R,Ultimate,,"Your [Shoutmon] can digivolve into this card in your hand for a memory cost of 4, ignoring this card's digivolution requirements.","[Your Turn] While this Digimon has ＜Blitz＞, it gains ＜Security A. +1＞ (This Digimon checks 1 additional security card.)",,Digimon Card Game,omnishoutmon-bt5-014,2024-05-27 15:14:30,OmniShoutmon,244627.0,['BT-05: Booster Battle Of Omni'],650093.0,OmniShoutmon (BT5-014),BT5-014,4991.0,405469.0,1611.0,2.94,1.38,1.5,2.5,2.62,4.17
OmniShoutmon,Digimon,BT11-015,5.0,8.0,3.0,Red,,[Digivolve] [Shoutmon]: Cost 4,Red,,Dragonkin,Xros Heart,,8000.0,Data,r,,,"When you would DigiXros, this card/Digimon is also treated as [Shoutmon].
[When Digivolving] Delete 1 of your opponent's Digimon with 4000 DP or less. If [Shoutmon] is in this Digimon's digivolution cards, delete 2 of your opponent's Digimon with 4000 DP or less instead.
[On Deletion] ＜Save＞ (You may place this card under one of your Tamers.)",[Your Turn] While this Digimon has [Shoutmon] in its name it gains ＜Security A. +1＞ (This Digimon checks 1 additional security card.).,[Digivolve] [Shoutmon]: Cost 4,Digimon Card Game,omnishoutmon-bt11-015,2024-05-27 15:14:30,OmniShoutmon,477811.0,['BT-11: Booster Dimensional Phase'],694821.0,OmniShoutmon (BT11-015),BT11-015,5246.0,416270.0,1611.0,0.11,0.02,0.29,0.18,0.33,0.25
OmniShoutmon,Digimon,BT12-014,5.0,7.0,,,,[Digivolve] Lv.4 w/＜Save＞ in text: Cost 3,Red,,Dragonkin,Xros Heart,,7000.0,Data,C,,,"[When Digivolving] Choose any number of your opponent's Digimon whose total DP adds up to 4000 or less and delete them. For every 2 cards in this Digimon's digivolution cards, add 3000 to the maximum you can choose with this effect.
[Your Turn] While this Digimon has 4 or more digivolution cards, it gains ＜Security A. +1＞ (This Digimon checks 1 additional security card.)","[When Attacking] [Once Per Turn] If this Digimon has ＜Save＞ in its text, delete 1 of your opponent's Digimon with 4000 DP or less.",[Digivolve] Lv.4 w/＜Save＞ in text: Cost 3,Digimon Card Game,omnishoutmon-bt12-014,2024-05-27 15:14:30,OmniShoutmon (Box Topper),490682.0,"['Box Promotion Pack: Across Time', 'BT-12: Booster Across Time']",704146.0,OmniShoutmon (BT12-014),BT12-014,5327.0,418446.0,1611.0,0.07,0.02,0.14,0.02,0.18,0.14
